,fips,county,province_state,country,covid_last_update,covid_latitude,covid_longitudue,covid_confirmed,covid_death,covid_recoverd,covid_active,combined_key,covid_indidence_rate,covid_case_fatality_ratio,Population,earthquake_id,eipicenter,earthquake_date,earthquake_latidute,earthquake_longitude,magnitude,fire_name,fire_is_final,fire_started,acres_burned,fire_percent_contained,fire_longitude,fire_latitude,fire_is_active,is_calfireincident,fire_location
10,6007.0,Butte,California,US,2020-10-17 04:24:12,39.66727762,-121.6005252,3000.0,50.0,0.0,2950.0,"Butte, California, US",1368.7005556924255,1.6666666666666667,219186,,,,,,,Honcut Fire,True,2020-06-20T14:24:00Z,89.0,100.0,-121.53976000000002,39.36894,False,True,"Palermo Honcut Hwy and Four Junes Way, south of Palermo"
11,6007.0,Butte,California,US,2020-10-17 04:24:12,39.66727762,-121.6005252,3000.0,50.0,0.0,2950.0,"Butte, California, US",1368.7005556924255,1.6666666666666667,219186,,,,,,,Avacado Fire,True,2020-06-30T15:43:01Z,136.0,100.0,-121.4319,39.3784,False,True,"Bangor Park Road and Teddy Lane, West of Bangor  "
12,6007.0,Butte,California,US,2020-10-17 04:24:12,39.66727762,-121.6005252,3000.0,50.0,0.0,2950.0,"Butte, California, US",1368.7005556924255,1.6666666666666667,219186,,,,,,,Robinson Fire,True,2020-07-13T15:06:35Z,33.0,100.0,-121.37993999999999,39.43227,False,True,"Gold Mountain Rd and Stoney Oaks Blvd, northeast of Bangor"
13,6007.0,Butte,California,US,2020-10-17 04:24:12,39.66727762,-121.6005252,3000.0,50.0,0.0,2950.0,"Butte, California, US",1368.7005556924255,1.6666666666666667,219186,,,,,,,Feather Fire,True,2020-07-20T16:09:57Z,30.0,100.0,-121.604579,39.506597,False,True,"Feather Ave and 18th Street, Oroville"
14,6007.0,Butte,California,US,2020-10-17 04:24:12,39.66727762,-121.6005252,3000.0,50.0,0.0,2950.0,"Butte, California, US",1368.7005556924255,1.6666666666666667,219186,,,,,,,Clark Fire,True,2020-08-14T17:55:25Z,110.0,100.0,-121.633994,39.647686,False,True,"Durham Pentz Road and Clark Road, southwest of Pentz in Butte County. "
15,6009.0,Calaveras,California,US,2020-10-17 04:24:12,38.20537103,-120.552913,331.0,16.0,0.0,315.0,"Calaveras, California, US",721.0543513778456,4.833836858006042,45905,,,,,,,Walker Fire,True,2020-06-16T16:58:00Z,1455.0,100.0,-120.72958,38.07741,False,True,"Walker Trail Road and Hogan Dam Road, North of Copperopolis"
16,6009.0,Calaveras,California,US,2020-10-17 04:24:12,38.20537103,-120.552913,331.0,16.0,0.0,315.0,"Calaveras, California, US",721.0543513778456,4.833836858006042,45905,,,,,,,Flint Fire,True,2020-08-19T16:44:58Z,55.0,100.0,-120.85258,38.03106,False,True,Flint St and Rock Creek Rd
17,6009.0,Calaveras,California,US,2020-10-17 04:24:12,38.20537103,-120.552913,331.0,16.0,0.0,315.0,"Calaveras, California, US",721.0543513778456,4.833836858006042,45905,,,,,,,Diamond Fire,True,2020-10-13T14:31:29Z,21.0,100.0,-120.64541000000001,37.98337,False,True,"Highway 4 and Main Street, North of Copperopolis"
18,6011.0,Colusa,California,US,2020-10-17 04:24:12,39.17881957,-122.2331726,545.0,6.0,0.0,539.0,"Colusa, California, US",2529.354434492041,1.1009174311926606,21547,,,,,,,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
19,6011.0,Colusa,California,US,2020-10-17 04:24:12,39.17881957,-122.2331726,545.0,6.0,0.0,539.0,"Colusa, California, US",2529.354434492041,1.1009174311926606,21547,,,,,,,Nail Fire,True,2020-07-07T17:32:13Z,25.0,100.0,-122.65813,39.35498,False,False,"Fouts Springs, Southwest of Stonyford"
20,6011.0,Colusa,California,US,2020-10-17 04:24:12,39.17881957,-122.2331726,545.0,6.0,0.0,539.0,"Colusa, California, US",2529.354434492041,1.1009174311926606,21547,,,,,,,Hill Fire,True,2020-07-24T17:47:17Z,138.0,100.0,-122.35966299999998,39.013591,False,True,"Highway 20 and Highway 16, East of Wilbur Springs"
21,6011.0,Colusa,California,US,2020-10-17 04:24:12,39.17881957,-122.2331726,545.0,6.0,0.0,539.0,"Colusa, California, US",2529.354434492041,1.1009174311926606,21547,,,,,,,Sites Fire ,True,2020-08-02T17:13:36Z,560.0,100.0,-122.48525,39.31313,False,True,"Sites Lodoga Road and Campground Road, Southeast of Stonyford in Colusa County. "
22,6013.0,Contra Costa,California,US,2020-10-17 04:24:12,37.91923498,-121.9289527,17945.0,234.0,0.0,17711.0,"Contra Costa, California, US",1555.6649785093705,1.303984396767902,1153526,,,,,,,Byron Fire,True,2020-04-27T14:59:04Z,47.0,100.0,-121.595225,37.82066,False,False,"Byron Highway and Bruns Ave, southeast of Byron"
23,6013.0,Contra Costa,California,US,2020-10-17 04:24:12,37.91923498,-121.9289527,17945.0,234.0,0.0,17711.0,"Contra Costa, California, US",1555.6649785093705,1.303984396767902,1153526,,,,,,,Willow Fire ,True,2020-06-06T18:00:51Z,100.0,100.0,-122.00281100000001,37.994368,False,False,"Willow Pass Court and Evora Road, Northeast of Concord"
24,6013.0,Contra Costa,California,US,2020-10-17 04:24:12,37.91923498,-121.9289527,17945.0,234.0,0.0,17711.0,"Contra Costa, California, US",1555.6649785093705,1.303984396767902,1153526,,,,,,,Holland Fire ,True,2020-07-20T18:04:37Z,75.0,100.0,-121.62023799999999,37.977309000000005,False,False,"Delta Rd and Holland Tract Rd, northeast of Brentwood"
25,6013.0,Contra Costa,California,US,2020-10-17 04:24:12,37.91923498,-121.9289527,17945.0,234.0,0.0,17711.0,"Contra Costa, California, US",1555.6649785093705,1.303984396767902,1153526,,,,,,,SCU Lightning Complex,True,2020-08-18T09:25:25Z,396624.0,100.0,-121.30435,37.439437,False,True,"Multiple locations throughout Santa Clara County, Alameda County, Contra Costa County, San Joaquin County, Merced and Stanislaus County"
26,6013.0,Contra Costa,California,US,2020-10-17 04:24:12,37.91923498,-121.9289527,17945.0,234.0,0.0,17711.0,"Contra Costa, California, US",1555.6649785093705,1.303984396767902,1153526,,,,,,,Irvine Fire,True,2020-10-11T18:04:00Z,30.0,100.0,-122.10431399999999,37.821737,False,True,Irvine Drive in Moraga 
27,6015.0,Del Norte,California,US,2020-10-17 04:24:12,41.74228275,-123.8974063,173.0,1.0,0.0,172.0,"Del Norte, California, US",622.0336545376098,0.5780346820809249,27812,,,,,,,,,,,,,,,,
28,6017.0,El Dorado,California,US,2020-10-17 04:24:12,38.77965956,-120.5233166,1271.0,4.0,0.0,1267.0,"El Dorado, California, US",659.0853699641677,0.3147128245476003,192843,,,,,,,Fork Fire,False,2020-09-08T13:03:25Z,0.0,0.0,-120.39399999999999,38.99,True,False,"South Fork Road and Trail View, northeast of Pollock Pines in El Dorado County. "
29,6017.0,El Dorado,California,US,2020-10-17 04:24:12,38.77965956,-120.5233166,1271.0,4.0,0.0,1267.0,"El Dorado, California, US",659.0853699641677,0.3147128245476003,192843,,,,,,,Sophia Fire,True,2020-08-02T09:12:41.207Z,36.0,100.0,-121.10329899999999,38.686478,False,True,Sophia Park Way and Alexandra Dr near El Dorado Hills in El Dorado County. 
30,6017.0,El Dorado,California,US,2020-10-17 04:24:12,38.77965956,-120.5233166,1271.0,4.0,0.0,1267.0,"El Dorado, California, US",659.0853699641677,0.3147128245476003,192843,,,,,,,Murphy Fire,True,2020-08-17T20:06:44Z,14.0,100.0,-120.87654599999999,38.840068,False,True,"Johntown Creek Road, Garden Valley"
31,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73366700,"4 km (2.5 mi) ESE of New Idria, CA",2020-04-10,36.41,-120.63,3.4,Creek Fire,False,2020-09-04T18:21:00Z,346477.0,60.0,-119.261175,37.19147,True,True,"Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake"
32,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73366700,"4 km (2.5 mi) ESE of New Idria, CA",2020-04-10,36.41,-120.63,3.4,Bullfrog Fire,False,2020-09-12T13:57:57Z,0.0,0.0,-119.027309,37.135474,True,False,"Dinkey Lakes and Nelson Lake, SE of Bullfrog Lake"
33,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73366700,"4 km (2.5 mi) ESE of New Idria, CA",2020-04-10,36.41,-120.63,3.4,Hog Fire,True,2020-06-12T17:35:38Z,533.0,100.0,-119.36572,36.822759999999995,False,False,E Trimmer Springs Rd and Pine Flat Lake 
34,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73366700,"4 km (2.5 mi) ESE of New Idria, CA",2020-04-10,36.41,-120.63,3.4,Sycamore Fire,True,2020-06-23T08:23:48Z,19.0,100.0,-119.33438999999998,36.97511,False,True,Sycamore Road and Coyote Drive Southeast of Tollhouse
35,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73366700,"4 km (2.5 mi) ESE of New Idria, CA",2020-04-10,36.41,-120.63,3.4,Mineral Fire,True,2020-07-13T16:40:36Z,29667.0,100.0,-120.52193,36.09493,False,True,"Hwy 198 and S Coalinga Mineral Springs Rd, west of Coalinga"
36,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73349375,"10 km (6.25 mi) NNE of New Idria, CA",2020-03-03,36.5,-120.62,4.0,Creek Fire,False,2020-09-04T18:21:00Z,346477.0,60.0,-119.261175,37.19147,True,True,"Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake"
37,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73349375,"10 km (6.25 mi) NNE of New Idria, CA",2020-03-03,36.5,-120.62,4.0,Bullfrog Fire,False,2020-09-12T13:57:57Z,0.0,0.0,-119.027309,37.135474,True,False,"Dinkey Lakes and Nelson Lake, SE of Bullfrog Lake"
38,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73349375,"10 km (6.25 mi) NNE of New Idria, CA",2020-03-03,36.5,-120.62,4.0,Hog Fire,True,2020-06-12T17:35:38Z,533.0,100.0,-119.36572,36.822759999999995,False,False,E Trimmer Springs Rd and Pine Flat Lake 
39,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73349375,"10 km (6.25 mi) NNE of New Idria, CA",2020-03-03,36.5,-120.62,4.0,Sycamore Fire,True,2020-06-23T08:23:48Z,19.0,100.0,-119.33438999999998,36.97511,False,True,Sycamore Road and Coyote Drive Southeast of Tollhouse
40,6019.0,Fresno,California,US,2020-10-17 04:24:12,36.75733899,-119.6466953,29727.0,429.0,0.0,29298.0,"Fresno, California, US",2975.3748620009387,1.4431325058028055,999101,73349375,"10 km (6.25 mi) NNE of New Idria, CA",2020-03-03,36.5,-120.62,4.0,Mineral Fire,True,2020-07-13T16:40:36Z,29667.0,100.0,-120.52193,36.09493,False,True,"Hwy 198 and S Coalinga Mineral Springs Rd, west of Coalinga"
41,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
42,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,Baseball Fire,True,2020-02-25T14:17:21Z,211.0,100.0,-122.94111111,39.75638899,False,False,"Off Atchison Creek, East of Covelo"
43,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,Grizzly Fire,True,2020-03-02T14:08:05Z,154.0,100.0,-122.38453200000001,39.774968,False,True,"Grizzly Flat Recreation Area, west of Orland"
44,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,Elk Fire,True,2020-08-16T10:14:46Z,727.0,100.0,-122.42735800000001,39.52452,False,True,west of Willows
45,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,4-8 Fire,True,2020-08-17T14:16:58Z,275.0,100.0,-122.50124609999999,39.555943,False,True,"Highway 162 and County Road 302, west of Willows"
46,6021.0,Glenn,California,US,2020-10-17 04:24:12,39.59875897,-122.3938452,638.0,3.0,0.0,635.0,"Glenn, California, US",2247.0327193322296,0.4702194357366771,28393,,,,,,,Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,True,2020-08-19T09:12:42Z,19609.0,100.0,-122.4393,40.09571,False,True,Southwest of Red Bank Rd
47,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73468941,"30 km (18.75 mi) NNE of Redway, CA",2020-10-09,40.38,-123.73,3.7,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
48,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73468941,"30 km (18.75 mi) NNE of Redway, CA",2020-10-09,40.38,-123.73,3.7,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
49,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73468941,"30 km (18.75 mi) NNE of Redway, CA",2020-10-09,40.38,-123.73,3.7,Milepost 21 Fire,True,2020-07-20T15:44:53Z,100.0,100.0,-123.6986222,41.1849445,False,False,"Highway 96 and Deerhorn Rd, southeast of Weitchpec"
50,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73468941,"30 km (18.75 mi) NNE of Redway, CA",2020-10-09,40.38,-123.73,3.7,Lincoln Fire,True,2020-07-27T18:50:25Z,25.0,100.0,-124.19953999999998,40.78804,False,False,"Bendixsen Street and Simpson Private Road, Samoa"
51,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440256,"25 km (15.625 mi) W of Petrolia, CA",2020-08-08,40.31,-124.58,3.7,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
52,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440256,"25 km (15.625 mi) W of Petrolia, CA",2020-08-08,40.31,-124.58,3.7,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
53,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440256,"25 km (15.625 mi) W of Petrolia, CA",2020-08-08,40.31,-124.58,3.7,Milepost 21 Fire,True,2020-07-20T15:44:53Z,100.0,100.0,-123.6986222,41.1849445,False,False,"Highway 96 and Deerhorn Rd, southeast of Weitchpec"
54,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440256,"25 km (15.625 mi) W of Petrolia, CA",2020-08-08,40.31,-124.58,3.7,Lincoln Fire,True,2020-07-27T18:50:25Z,25.0,100.0,-124.19953999999998,40.78804,False,False,"Bendixsen Street and Simpson Private Road, Samoa"
55,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440191,"27 km (16.875 mi) W of Petrolia, CA",2020-08-08,40.31,-124.6,3.8,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
56,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440191,"27 km (16.875 mi) W of Petrolia, CA",2020-08-08,40.31,-124.6,3.8,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
57,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440191,"27 km (16.875 mi) W of Petrolia, CA",2020-08-08,40.31,-124.6,3.8,Milepost 21 Fire,True,2020-07-20T15:44:53Z,100.0,100.0,-123.6986222,41.1849445,False,False,"Highway 96 and Deerhorn Rd, southeast of Weitchpec"
58,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73440191,"27 km (16.875 mi) W of Petrolia, CA",2020-08-08,40.31,-124.6,3.8,Lincoln Fire,True,2020-07-27T18:50:25Z,25.0,100.0,-124.19953999999998,40.78804,False,False,"Bendixsen Street and Simpson Private Road, Samoa"
59,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73390316,"28 km (17.5 mi) WNW of Petrolia, CA",2020-05-19,40.45,-124.56,4.2,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
60,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73390316,"28 km (17.5 mi) WNW of Petrolia, CA",2020-05-19,40.45,-124.56,4.2,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
61,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73390316,"28 km (17.5 mi) WNW of Petrolia, CA",2020-05-19,40.45,-124.56,4.2,Milepost 21 Fire,True,2020-07-20T15:44:53Z,100.0,100.0,-123.6986222,41.1849445,False,False,"Highway 96 and Deerhorn Rd, southeast of Weitchpec"
62,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73390316,"28 km (17.5 mi) WNW of Petrolia, CA",2020-05-19,40.45,-124.56,4.2,Lincoln Fire,True,2020-07-27T18:50:25Z,25.0,100.0,-124.19953999999998,40.78804,False,False,"Bendixsen Street and Simpson Private Road, Samoa"
63,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357735,"33 km (20.625 mi) W of Petrolia, CA",2020-03-23,40.31,-124.67,3.5,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
64,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357735,"33 km (20.625 mi) W of Petrolia, CA",2020-03-23,40.31,-124.67,3.5,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
65,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357735,"33 km (20.625 mi) W of Petrolia, CA",2020-03-23,40.31,-124.67,3.5,Milepost 21 Fire,True,2020-07-20T15:44:53Z,100.0,100.0,-123.6986222,41.1849445,False,False,"Highway 96 and Deerhorn Rd, southeast of Weitchpec"
66,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357735,"33 km (20.625 mi) W of Petrolia, CA",2020-03-23,40.31,-124.67,3.5,Lincoln Fire,True,2020-07-27T18:50:25Z,25.0,100.0,-124.19953999999998,40.78804,False,False,"Bendixsen Street and Simpson Private Road, Samoa"
67,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357410,"47 km (29.375 mi) WNW of Petrolia, CA",2020-03-22,40.43,-124.83,4.8,August Complex (includes Doe Fire),False,2020-08-16T20:37:26Z,1032209.0,80.0,-122.67299999999999,39.775999999999996,True,True," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa "
68,6023.0,Humboldt,California,US,2020-10-17 04:24:12,40.69923009,-123.876044,544.0,8.0,0.0,536.0,"Humboldt, California, US",401.3042387760221,1.4705882352941178,135558,73357410,"47 km (29.375 mi) WNW of Petrolia, CA",2020-03-22,40.43,-124.83,4.8,Red Salmon Complex,False,2020-08-18T09:49:34.58Z,0.0,0.0,-123.40700000000001,41.168,True,False,"near Salmon Mountain, Northeast of Willow Creek"
